DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R7191,RR,RR,Parallel,Active,3100 Block 13 AV SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1325377 51.0406383, -114.1325239 51.0406326, -114.1324968 51.0406264, -114.1324759 51.0406243, -114.1324259 51.0406241, -114.1322044 51.0406246, -114.131871 51.0406252, -114.1315657 51.0406253, -114.1312698 51.0406261, -114.1311951 51.0406261))",ec3be9d3-aeff-4621-ab2b-fca64ae88968
R7232,R,R,Parallel,Active,1300 Block 70 AV SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.092275 50.9905677, -114.0921512 50.9905676, -114.0919173 50.9905676, -114.0916254 50.9905676, -114.0913784 50.9905677, -114.0911025 50.9905678, -114.0908858 50.9905677, -114.0907503 50.9905681, -114.0906405 50.990568, -114.0905894 50.9905679, -114.0905807 50.9905681, -114.0905731 50.9905679, -114.0905648 50.9905679, -114.0905557 50.9905684, -114.0905477 50.9905694, -114.0905392 50.9905704, -114.09053 50.990572, -114.0905217 50.9905735, -114.0905134 50.9905755, -114.0905044 50.990578, -114.0904997 50.9905801))",f88a2246-0539-4b7d-9c0b-f78d27d7f3cb
R7252,R,R,Parallel,Active,1400 Block CRAIG RD SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0944788 50.9859567, -114.0944709 50.9859618, -114.0944408 50.9859728, -114.0944038 50.9859781, -114.0943697 50.9859792, -114.094321 50.985979, -114.0942015 50.9859788, -114.094029 50.9859789, -114.0937806 50.9859777, -114.0935617 50.9859787, -114.0934136 50.9859791, -114.0933139 50.9859789, -114.0932596 50.9859781, -114.0931997 50.9859751, -114.093142 50.9859678, -114.0930832 50.9859564, -114.0930239 50.9859389, -114.0929535 50.9859135, -114.0928654 50.9858814, -114.0927646 50.9858438, -114.0926576 50.9858069))",6bd36484-d4ea-4324-b247-2c2639e0e6ed
R7262,N,N,Parallel,Active,700 Block 84 AV SW,Residential Street,W,0700-1700 MON-FRI,,,60,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0818838 50.9781574, -114.0818727 50.9781438, -114.0818625 50.9781376, -114.081838 50.9781261, -114.0817829 50.9781145, -114.0816294 50.9780939, -114.0814816 50.9780743, -114.0812854 50.978049, -114.0810314 50.9780157, -114.0808189 50.9779879, -114.0807351 50.977977, -114.0806176 50.9779616, -114.0804194 50.9779356, -114.080212 50.9779088, -114.0800827 50.9778913, -114.0798278 50.9778585, -114.0795977 50.9778287, -114.0795126 50.9778173))",81ae2181-a61a-4ea4-8780-2acb02d77b75
R7280,HH,HH,Parallel,Active,300 Block AVONBURN RD SE,Residential Street,W,0700-1700 MON-FRI,,,Permit Required,0700-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.06432 50.9768655, -114.0640028 50.9768657, -114.0636744 50.9768655, -114.0636383 50.9768655))",29e72f2d-70fc-4abf-ad5e-ca853393e53f
R7282,HH,HH,Parallel,Active,200 Block 86 AV SE,Collector,W,0700-1700 MON-FRI,,,Permit Required,0700-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0652748 50.9759552, -114.0643673 50.9759558, -114.0643392 50.9759558))",79f20e26-30c7-4758-a586-72ebe133e007
R7283,HH,HH,Parallel,Active,300 Block 86 AV SE,Collector,W,0700-1700 MON-FRI,,,Permit Required,0700-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0616288 50.9759537, -114.0607779 50.975953))",e1f52ea9-e1d2-48e4-a167-dfdaeeb81814
R7306,SDC,SDC,Parallel,Active,00 Block SUNVALE CR SE,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0547725 50.9027768, -114.0547244 50.9027778, -114.0547075 50.9027776, -114.0546907 50.9027775, -114.0546739 50.9027773, -114.054657 50.9027772, -114.0544876 50.9027756, -114.0541643 50.9027749, -114.053934 50.9027757, -114.0538242 50.9027755))",038346d4-d9b3-4731-bb04-f90ff6308911
R7328,SS,SS,Parallel,Active,4000 Block 26 AV NE,Collector,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-113.9761616 51.0779356, -113.9760644 51.0779358, -113.9759095 51.0779361, -113.9757678 51.0779364, -113.9756306 51.0779365, -113.9754291 51.0779368, -113.9752568 51.0779378, -113.9746974 51.0779391))",0b34f1a8-6b98-486b-8e07-b9e5272ebdbb
R7330,WHI,WHI,Parallel,Active,3900 Block WHITEHORN DR NE,Collector,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-113.9785699 51.0850203, -113.9784879 51.0850298, -113.9781859 51.085067))",3b0f007f-cead-4771-9333-131fb5eeea74
R7331,WHI,WHI,Parallel,Active,3700 Block WHITEHORN DR NE,Collector,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-113.9808476 51.0849952, -113.9807042 51.0849977, -113.9805017 51.0849953, -113.9800374 51.0849807, -113.979932 51.0849784))",fc147a07-ebfa-48c4-b397-132b6500a15c
R735,CC,CC,Parallel,Active,1800 Block 45 ST NW,Residential Street,W,0700-1700 MON-FRI,,,Permit Required,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1599467 51.0709556, -114.1598354 51.07101, -114.159555 51.0711596))",d2b41372-b368-42ac-a165-b8b4bbdb9b2c
R7370,O,O,Parallel,Active,2400 Block 23 AV SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1170574 51.0329749, -114.1168104 51.032975, -114.1166097 51.0329749, -114.1166073 51.0329748, -114.1163527 51.0329751, -114.1162367 51.0329752))",39a1f836-b904-4b94-9260-c3efc284d855
R7425,WGT,WGT,Parallel,Active,200 Block WESTWOOD DR SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1620367 51.0400743, -114.162024 51.0400637, -114.1618871 51.0399598, -114.1618649 51.0399435, -114.1618389 51.0399248, -114.1618166 51.0399095, -114.1617965 51.0398959, -114.1617757 51.0398839, -114.1617547 51.0398727, -114.1615688 51.0397749, -114.1615228 51.0397507, -114.1614839 51.0397293))",98c70567-903e-4139-b81b-9914b8e05020
R7429,GDL,GDL,Parallel,Active,2200 Block GLENMERE RD SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1503883 51.0337728, -114.1500794 51.033773, -114.1498385 51.0337722, -114.1496117 51.0337722, -114.1494419 51.0337724, -114.14931 51.0337725, -114.149265 51.0337723, -114.1492289 51.0337721, -114.1492066 51.0337719, -114.149185 51.0337723, -114.1491654 51.0337738, -114.1491444 51.0337779))",689fa417-2f1d-4607-935d-cae06a7e7ffd
R7489,E,E,Parallel,Active,3000 Block EXSHAW RD NW,Residential Street,W,0700-1700 MON-FRI,,,Permit Required,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1170338 51.0790216, -114.1167346 51.0788699, -114.1165453 51.0787739, -114.1165057 51.0787597, -114.1164797 51.0787553, -114.1164491 51.0787541, -114.1164207 51.0787567))",78cf60f3-88b1-4184-8f80-243e5282c5f6
R7573,S,S,Parallel,Active,3300 Block PARKDALE BV NW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1356521 51.0568194, -114.135164 51.0567416))",ac242e3d-1468-4c0c-9b5f-c93e0fb5b3fb
R7691,M,M,Parallel,Active,300 Block 4 AV NE,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0574154 51.0562181, -114.0571552 51.0562167, -114.0565236 51.0562133, -114.0563727 51.0562128))",45159cbe-61d6-45e5-9700-d4819f897aba
R7694,F,F,Parallel,Active,500 Block ALEXANDER CR NW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0736262 51.0632824, -114.0732638 51.0632078, -114.0732262 51.0631993, -114.0731145 51.0631763, -114.0731104 51.0631762, -114.0731087 51.0631758, -114.0731037 51.0631748, -114.0730987 51.063174, -114.0730936 51.0631733, -114.0730885 51.0631727, -114.0730839 51.0631723, -114.0730793 51.0631721, -114.0730748 51.0631719, -114.0730702 51.0631719, -114.0730656 51.063172, -114.0730615 51.063172, -114.0730574 51.0631721, -114.0730532 51.0631725, -114.0730491 51.063173, -114.0730449 51.0631737, -114.0730424 51.0631742))",77e9d26e-0345-4b09-958e-eb19f4d3bd52
R7695,F,F,Parallel,Active,500 Block ALEXANDER CR NW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0722054 51.0629901, -114.0721694 51.0629828, -114.0721335 51.0629754, -114.0720975 51.0629681, -114.0720616 51.0629608, -114.0720257 51.0629535, -114.0719924 51.0629467, -114.0719591 51.0629399, -114.0719258 51.0629331, -114.0718925 51.0629263, -114.0718592 51.0629195, -114.0718373 51.062915, -114.0718154 51.0629105, -114.0717935 51.0629061, -114.0717715 51.0629017, -114.0717496 51.0628973, -114.0717451 51.0628965, -114.0717406 51.0628957, -114.071736 51.0628949, -114.0717315 51.0628942, -114.071727 51.0628934, -114.0717238 51.0628928, -114.0717206 51.0628922, -114.0717174 51.0628915, -114.0717143 51.0628909, -114.0717111 51.0628903, -114.0717077 51.0628897, -114.0717053 51.0628893))",d301c223-c0eb-447d-8fa0-cc53311203d7
R7712,F,F,Parallel,Active,1100 Block 22 AV NW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0866506 51.0723623, -114.0866231 51.0723622, -114.0865722 51.0723621))",bacf55f3-3e09-46ff-8a0a-9937730edff1
R7815,S,S,Parallel,Active,3400 Block PARKDALE BV NW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1363472 51.0568401, -114.1357939 51.0568307))",ba552296-5d33-4a5d-ac43-60e61e2f5287
R788,HH,HH,Parallel,Active,300 Block ASHLEY CR SE,Residential Street,W,0700-1700 MON-FRI,,,Permit Required,0700-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0620265 50.9741222, -114.0620251 50.9741222, -114.0617002 50.9741224, -114.0615974 50.9741255))",42f09f3e-67ea-4417-b14f-c02a16a6e807
R7957,EE,EE,Parallel,Active,00 Block GREENWOOD CR SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1438786 51.0140261, -114.1438409 51.0140412, -114.143801 51.0140516, -114.1437538 51.0140593, -114.1437022 51.0140627, -114.1436308 51.0140629, -114.1435378 51.0140629, -114.1434113 51.0140631, -114.1432822 51.0140626))",0861ea6b-13f2-4e67-a2f9-51441ec9b151
R7961,EE,EE,Parallel,Active,3900 Block 46 AV SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1431878 51.0125237, -114.1431433 51.0125237, -114.1430733 51.0125231, -114.1429991 51.0125235, -114.1429115 51.0125234, -114.1428748 51.0125232, -114.1428227 51.0125232, -114.1428006 51.012523, -114.1427884 51.012523, -114.1427788 51.0125235, -114.1427702 51.0125245, -114.1427593 51.0125258, -114.1427444 51.0125277, -114.1427343 51.0125296))",755c83fa-ad9c-4bd3-8f67-756c74da01e7
R8008,QRP,QRP,Parallel,Active,00 Block QUARRY GA SE,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0188353 50.961357, -114.0187981 50.9613617, -114.0187269 50.9613686, -114.0186551 50.9613727, -114.0185831 50.961374, -114.0178366 50.9613737, -114.017811 50.961375, -114.0177862 50.961379))",12532cef-aff3-4c2c-83ab-db5c2690373d
R8021,R,R,Parallel,Active,1400 Block 70 AV SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0942809 50.9905782, -114.0942674 50.9905736, -114.0942575 50.9905712, -114.094247 50.9905697, -114.0942353 50.9905684, -114.094226 50.9905667, -114.0942141 50.990566, -114.0942021 50.9905657, -114.0941932 50.9905653, -114.0941812 50.9905653, -114.0941713 50.9905655, -114.0940619 50.9905657, -114.093957 50.9905652, -114.0938997 50.9905654, -114.0937421 50.9905655))",955d0226-1c29-4337-8207-d594fa715e3a
R8316,J,J,Parallel,Active,600 Block 24 AV SW,Residential Street,W,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.074997 51.0316127, -114.0746251 51.031622, -114.0744655 51.031621))",3f574177-f73f-4a9d-b3ca-a7520b12f856
R893,CC,CC,Parallel,Active,1700 Block 45 ST NW,Residential Street,W,0700-1700 MON-FRI,,,Permit Required,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1605303 51.0706423, -114.1604054 51.0707085, -114.1603061 51.0707615, -114.160208 51.0708134))",e4341fab-3454-472a-a395-4b9a94048ba9
R11,K,K,Parallel,Active,1100 Block GLADSTONE RD NW,Residential Street,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0880577 51.0560446, -114.0880564 51.0560449, -114.0871944 51.0563059))",7c527965-9504-43c1-94e6-f0bd93c21127
R1137,N,N,Parallel,Active,800 Block 86 AV SW,Collector,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0828344 50.9766353, -114.0826557 50.9766124))",bc99ab77-571b-4893-b10f-ae50bb937dd4
R1165,L,L,Parallel,Active,700 Block 2 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0795891 51.057246, -114.0792992 51.0574181))",e5bd67cb-a2cf-4aaa-8b03-68fada7fe0f3
R129,M,M,Parallel,Active,100 Block 6 AV NW,Collector,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0645438 51.058038, -114.0645062 51.0580381, -114.0642007 51.0580383, -114.063936 51.0580375, -114.0637297 51.0580379, -114.0635348 51.0580373, -114.0635175 51.0580371, -114.0635141 51.0580371, -114.0635107 51.0580371, -114.0635073 51.0580372, -114.0635039 51.0580373, -114.0635005 51.0580374, -114.0634975 51.0580375, -114.0634946 51.0580377, -114.0634916 51.0580378, -114.0634887 51.058038, -114.0634857 51.0580382, -114.0634824 51.0580384, -114.063479 51.0580388, -114.0634757 51.0580391, -114.0634724 51.0580396, -114.0634691 51.05804, -114.0634654 51.0580407))",c43a22f4-4c83-4754-bbdc-903d78f3b91b
R1555,M,M,Parallel,Active,100 Block 8 AV NW,Residential Street,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0648169 51.0598243, -114.0633272 51.059817))",4b206a16-37db-4936-8def-744f24032e33
R2005,N,N,Parallel,Active,800 Block 86 AV SW,Collector,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0830536 50.9766634, -114.0830522 50.9766632, -114.0829108 50.9766451))",5fbc06b3-8a7d-4394-a49a-e6388fe4c9f8
R224,K,K,Parallel,Active,1200 Block GLADSTONE RD NW,Residential Street,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0895034 51.0554678, -114.089502 51.0554686, -114.0890282 51.0557288, -114.0889842 51.0557419))",bd7b13a5-57da-4198-95aa-ab17684dccfb
R2462,M,M,Parallel,Active,100 Block 8 AV NW,Residential Street,W,0700-1700 MON-SAT,,,60,0700-1800 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0630441 51.0598156, -114.062752 51.0598141))",8ef7155f-041b-46e2-a4dd-acbd89fba99a
R2463,M,M,Parallel,Active,100 Block 8 AV NW,Residential Street,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0632213 51.0598164, -114.0631487 51.0598161))",64581d49-65b9-4acf-823c-6c9ebf68dfcd
R3249,S,S,Parallel,Active,2700 Block 4 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.1252075 51.0560508, -114.1252048 51.0560507, -114.1252021 51.0560506, -114.1252007 51.0560506, -114.1251994 51.0560506, -114.125198 51.0560505, -114.1251967 51.0560505, -114.1251954 51.0560504, -114.1250791 51.0560503, -114.1249463 51.0560512, -114.1248096 51.0560511, -114.1246483 51.0560506, -114.1245129 51.0560501, -114.1243534 51.0560501, -114.1242055 51.0560509, -114.1240664 51.0560505, -114.1239407 51.0560506, -114.1237977 51.0560504, -114.1236459 51.0560511, -114.1235409 51.0560512, -114.1234021 51.0560516, -114.1232828 51.0560512, -114.1231426 51.0560506, -114.1231391 51.0560506, -114.1231172 51.056051, -114.1230967 51.056052, -114.1230766 51.0560544, -114.1230586 51.05606, -114.1230414 51.0560678))",24e3d6f4-07b4-4781-a12c-4db38e163708
R355,N,N,Parallel,Active,800 Block 86 AV SW,Collector,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0823212 50.9765683, -114.0819276 50.9765169))",c4b2ceed-7ef6-4449-bad6-8aa80d9828ee
R3906,M,M,Parallel,Active,200 Block 2 AV NE,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NE,"MULTILINESTRING ((-114.0597015 51.0544391, -114.0577833 51.0544313))",47d22415-08f6-4bae-addc-0266cbc0112e
R3941,M,M,Parallel,Active,100 Block 7 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0646581 51.0589311, -114.0644253 51.05893, -114.0640963 51.0589279, -114.0637412 51.0589258, -114.0633598 51.0589242, -114.0633319 51.058924))",e6431185-a214-4531-bdc5-2f63de13a17b
R3946,M,M,Parallel,Active,400 Block 11 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0713728 51.062541, -114.0713698 51.0625408, -114.0713668 51.0625406, -114.0713638 51.0625405, -114.0713607 51.0625404, -114.071357 51.0625403, -114.0713533 51.0625403, -114.0713496 51.0625402, -114.0713458 51.0625402, -114.0713421 51.0625402, -114.0713296 51.0625401, -114.0713171 51.0625401, -114.0713046 51.06254, -114.071292 51.06254, -114.0712795 51.06254, -114.0712443 51.0625398, -114.071209 51.0625397, -114.0711738 51.0625396, -114.0711385 51.0625394, -114.0711032 51.0625393, -114.0710664 51.0625392, -114.0710295 51.062539, -114.0709927 51.0625389, -114.0709558 51.0625387, -114.070919 51.0625386, -114.0708887 51.0625385, -114.0708585 51.0625384, -114.0708283 51.0625383, -114.070798 51.0625382, -114.0707678 51.0625381, -114.0707202 51.0625378, -114.0706725 51.0625375, -114.0706249 51.0625371, -114.0705773 51.0625368, -114.0705297 51.0625365, -114.0705001 51.0625364, -114.0704704 51.0625363, -114.0704408 51.0625363, -114.0704111 51.0625363, -114.0703815 51.0625362, -114.0703501 51.062536, -114.0703187 51.0625356, -114.0702872 51.0625353, -114.0702558 51.062535, -114.0702244 51.0625348, -114.0702053 51.0625347, -114.0701861 51.0625346, -114.070167 51.0625345, -114.0701479 51.0625344, -114.0701287 51.0625343, -114.0701206 51.0625342, -114.0701125 51.0625342, -114.0701043 51.0625341, -114.0700962 51.0625341, -114.0700881 51.0625341, -114.0700844 51.0625341, -114.0700807 51.0625341, -114.0700771 51.0625341, -114.0700734 51.0625342, -114.0700697 51.0625343, -114.0700656 51.0625347, -114.0700617 51.0625353, -114.0700577 51.0625361, -114.0700539 51.062537, -114.07005 51.0625379, -114.0700481 51.0625383))",45135231-b61e-478f-a27f-cbe742f9236b
R3967,M,M,Parallel,Active,400 Block 10 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.071325 51.0616437, -114.0711534 51.0616416, -114.070966 51.0616409, -114.0707381 51.06164, -114.0704821 51.0616393, -114.0702764 51.0616381, -114.0701662 51.0616373, -114.0701349 51.0616372, -114.0701296 51.0616374, -114.0701242 51.0616377, -114.0701188 51.0616381, -114.0701135 51.0616386, -114.0701082 51.0616392, -114.0701036 51.0616398, -114.070099 51.0616405, -114.0700945 51.0616413, -114.07009 51.0616422, -114.0700856 51.0616431))",94971743-42c6-4d72-b408-bfd56b8f0689
R3978,M,M,Parallel,Active,200 Block CRESCENT RD NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0659252 51.0586256, -114.0654594 51.0584826))",ab809cb7-e1b9-4278-a5b8-068d41bb7510
R3990,M,M,Parallel,Active,100 Block 8 AV NE,Collector,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NE,"MULTILINESTRING ((-114.06219 51.059811, -114.0620924 51.0598106, -114.0618343 51.0598093))",f95dce67-f808-4b2e-b173-939449c501b1
R4072,M,M,Parallel,Active,100 Block 7 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0632272 51.0589234, -114.0627348 51.0589201))",4a79a378-a576-4da1-8bc4-6d1407875894
R7153,J,J,Parallel,Active,400 Block ROXBORO RD SW,Collector,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0711094 51.0283668, -114.0700462 51.0284908))",0bd856dd-94fe-4172-a06d-735e23334616
R4275,SCA,SCA,Parallel,Active,100 Block SCURFIELD PL NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.2149012 51.1201039, -114.2148772 51.1200955, -114.2148272 51.1200918, -114.2148068 51.1200918, -114.2147743 51.1200916, -114.2147192 51.1200944, -114.2146529 51.1200953, -114.2145854 51.1200973, -114.2145704 51.1200977, -114.2145554 51.1200981, -114.2145404 51.1200985, -114.2145254 51.120099, -114.2145104 51.1200994, -114.2144977 51.1200997, -114.2144851 51.1201, -114.2144724 51.1201004, -114.2144598 51.1201007, -114.2144471 51.120101, -114.2144313 51.1201015, -114.2144155 51.1201019, -114.2143997 51.1201024, -114.2143838 51.1201028, -114.214368 51.1201033, -114.2143568 51.1201037, -114.2143456 51.1201041, -114.2143344 51.1201046, -114.2143232 51.1201052, -114.214312 51.1201057, -114.2142991 51.1201065, -114.2142864 51.1201075, -114.2142736 51.1201087, -114.2142609 51.1201101, -114.2142482 51.1201116, -114.214235 51.1201135, -114.2142219 51.1201157, -114.214209 51.1201182, -114.2141962 51.120121, -114.2141836 51.1201242, -114.2141695 51.1201281, -114.2141557 51.1201324, -114.2141421 51.1201369, -114.2141284 51.1201413, -114.2141145 51.1201454, -114.2141022 51.1201488, -114.2140897 51.1201519, -114.2140772 51.1201548, -114.2140645 51.1201575, -114.2140517 51.1201599, -114.2140415 51.1201612, -114.2140311 51.1201618, -114.2140206 51.1201617, -114.2140101 51.1201611, -114.2139997 51.1201601, -114.2139857 51.1201583, -114.2139719 51.120156, -114.2139583 51.120153, -114.2139449 51.1201493, -114.2139317 51.120145, -114.2139201 51.1201405, -114.2139095 51.1201356, -114.2138997 51.1201302, -114.2138906 51.1201242, -114.2138819 51.1201175, -114.2138729 51.120109, -114.2138655 51.1201003))",eecbaf9c-366b-45b5-8d77-4d926df1a456
R4647,L,L,Parallel,Active,500 Block 9 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0757869 51.0611028, -114.0756086 51.0611043, -114.0754303 51.0611058, -114.075252 51.0611073, -114.0743464 51.0611076))",07a330fb-70e6-4f1e-aa02-e85914413578
R6620,F,F,Parallel,Active,600 Block CRESCENT RD NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0769905 51.0623125, -114.0769892 51.0623124, -114.0769841 51.0623122, -114.076979 51.062312, -114.0769739 51.062312, -114.0769689 51.0623121, -114.0769622 51.0623123, -114.0769555 51.0623124, -114.0769488 51.0623126, -114.0769421 51.0623129, -114.0769354 51.0623133, -114.0769246 51.0623142, -114.0769138 51.0623151, -114.076903 51.0623161, -114.0768922 51.0623171, -114.0768813 51.0623179, -114.0768596 51.0623195, -114.0768379 51.062321, -114.0768162 51.0623226, -114.0767945 51.0623241, -114.0767728 51.0623257, -114.0767429 51.0623278, -114.076713 51.06233, -114.0766831 51.0623322, -114.0766532 51.0623343, -114.0766233 51.0623365, -114.0765758 51.0623399, -114.0765284 51.0623433, -114.0764809 51.0623468, -114.0764334 51.0623502, -114.076386 51.0623535, -114.0763459 51.0623563, -114.0763059 51.0623589, -114.0762658 51.0623615, -114.0762257 51.0623641, -114.0761856 51.0623669, -114.0761391 51.0623702, -114.0760926 51.0623736, -114.0760461 51.062377, -114.0759996 51.0623804, -114.0759531 51.0623837, -114.0759115 51.0623867, -114.07587 51.0623896, -114.0758285 51.0623925, -114.075787 51.0623954, -114.0757455 51.0623983, -114.0757034 51.0624013, -114.0756613 51.0624042, -114.0756192 51.0624072, -114.0755771 51.0624102, -114.075535 51.0624131, -114.0754913 51.0624162, -114.0754476 51.0624193, -114.0754039 51.0624225, -114.0753602 51.0624256, -114.0753165 51.0624287, -114.0752786 51.0624314, -114.0752406 51.0624341, -114.0752027 51.0624368, -114.0751647 51.0624395, -114.0751268 51.0624422, -114.0750977 51.0624442, -114.0750686 51.0624461, -114.0750396 51.0624481, -114.0750105 51.06245, -114.0749814 51.062452, -114.0749564 51.0624538, -114.0749315 51.0624557, -114.0749065 51.0624577, -114.0748815 51.0624596, -114.0748566 51.0624614, -114.0748128 51.0624645, -114.074769 51.0624675, -114.0747252 51.0624705, -114.0746815 51.0624735, -114.0746377 51.0624766, -114.0746155 51.0624782, -114.0745933 51.0624799, -114.0745712 51.0624816, -114.074549 51.0624833, -114.0745268 51.0624849, -114.0745199 51.0624853, -114.074513 51.0624857, -114.0745062 51.062486, -114.0744993 51.0624863, -114.0744924 51.0624867, -114.0744883 51.062487, -114.0744842 51.0624872, -114.0744801 51.0624875, -114.0744761 51.0624877, -114.074472 51.062488, -114.074468 51.0624883, -114.074464 51.0624886, -114.0744601 51.062489, -114.0744561 51.0624894, -114.0744522 51.0624898, -114.0744486 51.0624902, -114.0744451 51.0624907, -114.0744416 51.0624912, -114.0744381 51.0624918, -114.0744346 51.0624926, -114.0744316 51.0624936, -114.0744287 51.0624947, -114.0744261 51.0624961, -114.0744235 51.0624975, -114.0744219 51.0624985))",83a9cb44-c0c8-4b3e-a3aa-46e173e2f8c6
